"strain"	"isotype"	"latitude"	"longitude"	"substrate"	"abz_hta_2018_pheno"	"abz_hta_2018"	"abz_hta_2024_pheno"	"abz_hta_2024"	"abz_hta_norm_pheno"	"abz_hta_norm_res"	"abz_hta_2018_res"	"abz_hta_2024_res"	"ben-1_high_impact_SNV"	"tbb-2_high_impact_SNV"	"tbb-1_high_impact_SNV"	"mec-7_high_impact_SNV"	"tbb-4_high_impact_SNV"	"ben-1_SVs"	"ben-1_SV_ids"	"tbb-2_SVs"	"tbb-2_SV_ids"	"tbb-1_SVs"	"tbb-1_SV_ids"	"mec-7_SVs"	"mec-7_SV_ids"	"tbb-4_SVs"	"tbb-4_SV_ids"	"ben-1_var"	"tbb-2_var"	"tbb-1_var"	"mec-7_var"	"tbb-4_var"	"ben-1_exp"	"tbb-1_exp"	"tbb-2_exp"	"tbb-4_exp"	"mec-7_exp"	"low_ben1_exp"	"tbb-1_clean_call"	"tbb-2_clean_call"	"ben-1_clean_call"	"mec-7_clean_call"	"tbb-4_clean_call"
"LKC34"	"LKC34"	-18	46	"Rotting_nut/pod/seed/fruit"	11.9741965414906	TRUE	NA	FALSE	22.4508697213605	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.073236	8.035155	9.837053	0.142974111268794	2.914603	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY1"	"MY1"	52.54	7.31	"Compost"	-23.7375061262889	TRUE	32.998362461474	TRUE	8.40231880494049	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.343004	7.76657	8.696827	0.566617378239135	3.165571	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY10"	"MY10"	51.96	7.53	"Compost"	-33.2832699643042	TRUE	NA	FALSE	-22.8065967844343	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.885483	8.389951	10.09774	-0.544986876284188	1.980345	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY16"	"MY16"	51.93	7.57	"Compost"	158.942783572298	TRUE	200.235570311443	TRUE	183.361067579219	TRUE	TRUE	TRUE	"missense_A185P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_A185P | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.018223	8.248432	9.907618	-0.110586521310242	2.652761	FALSE	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"MY18"	"MY18"	51.96	7.53	"Compost"	155.549452682334	TRUE	NA	FALSE	166.026125862204	TRUE	TRUE	NA	"frameshift_57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_57 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.123981	8.176293	10.20649	-0.757784481283849	2.892409	TRUE	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"MY2147"	"MY2147"	54.346355	10.117737	"Compost"	-0.865063294814679	TRUE	NA	FALSE	9.61160988505519	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.838505	7.780599	9.885992	-0.380628335233722	2.063928	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2212"	"MY2212"	54.346355	10.117737	"Arthropod"	-14.4093614461394	TRUE	NA	FALSE	-3.93268826626953	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.453812	8.353179	9.974625	-0.612751608599525	3.36673	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY23"	"MY23"	51.96	7.53	"Compost"	116.654760843296	TRUE	NA	FALSE	127.131434023166	TRUE	TRUE	NA	"missense_A185P"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"missense_A185P | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.809274	7.995468	9.676905	0.0198927330503682	2.426455	FALSE	"No variant"	"No variant"	"Missense"	"No variant"	"No variant"
"MY2453"	"MY2453"	51.950777	7.536628	"Compost"	175.470210891796	TRUE	218.745481330189	TRUE	200.87973674834	TRUE	TRUE	TRUE	"frameshift_16 + inframe_insertion_14N>14KKKN"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_16 + inframe_insertion_14N>14KKKN | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"MY2530"	"MY2530"	54.346355	10.117737	"Compost"	-26.2496710727888	TRUE	-14.9367570819547	TRUE	-16.8213234400238	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2535"	"MY2535"	51.950723	7.599099	"Compost"	-41.7890619483168	TRUE	12.7644384705396	TRUE	-10.7404211015406	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2573"	"MY2573"	51.950723	7.599099	"Compost"	-21.1498687739066	TRUE	NA	FALSE	-10.6731955940367	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.712417	8.44723	10.01869	-0.0450113009162415	3.827301	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2585"	"MY2585"	54.346355	10.117737	"Compost"	7.03917831778827	TRUE	-19.0384549570034	TRUE	-2.22774768225961	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.943485	7.801834	9.988062	-0.44522821380827	1.521465	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2693"	"MY2693"	54.3491	10.11505	"Mollusk"	3.23452282039126	TRUE	-14.5508525684597	TRUE	-1.8862742366863	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2713"	"MY2713"	54.3491	10.11505	"Arthropod"	10.8036260861889	TRUE	NA	FALSE	21.2802992660588	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.116929	8.148426	9.74933	-0.23687539523852	2.417081	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY2741"	"MY2741"	54.3491	10.11505	"Mollusk"	8.39215215800939	TRUE	-31.625531261527	TRUE	-7.84479891441088	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY518"	"MY518"	51.964154	7.611719	"Compost"	175.260787824466	TRUE	199.617747952424	TRUE	191.211158525793	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	"Inversion"	"INV00767501"	NA	NA	NA	NA	NA	NA	NA	NA	"NA | Inversion"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.09302	8.252881	9.968316	-0.5038720813549	1.924284	TRUE	"No variant"	"No variant"	"Inversion"	"No variant"	"No variant"
"MY679"	"MY679"	54.346355	10.117737	"Compost"	175.727611824778	TRUE	173.338786454089	TRUE	178.305089776782	TRUE	TRUE	TRUE	"stop_gained_K379*"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"stop_gained_K379* | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Start/stop altering"	"No variant"	"No variant"
"MY772"	"MY772"	54.346355	10.117737	"Compost"	-5.44331218545242	TRUE	-19.081280192377	TRUE	-8.49040555156677	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.881583	7.702057	10.1868	-0.550914803913033	2.271899	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"MY795"	"MY795"	54.346355	10.117737	"Compost"	124.682787470537	TRUE	216.354458072472	TRUE	174.290513408853	TRUE	TRUE	TRUE	"frameshift_57"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"frameshift_57 | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	3.00399	8.028027	10.06052	0.180850511334995	2.211087	TRUE	"No variant"	"No variant"	"Frameshift"	"No variant"	"No variant"
"MY920"	"MY920"	54.346355	10.117737	"Compost"	-22.9328716976402	TRUE	39.3131482288979	TRUE	11.9620289029768	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.551016	8.139958	10.04919	0.320307714790184	3.538959	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"N2"	"N2"	51.45	-2.59	"Compost"	-82.4100686033003	TRUE	-42.3922776650089	TRUE	-58.6292824968067	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.143148	7.654105	9.801574	-0.553104345209381	2.349673	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1"	"NIC1"	43.279	5.3543	"Rotting_nut/pod/seed/fruit"	-7.4514535647919	TRUE	10.8910613448487	TRUE	5.49169452737634	TRUE	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.718414	8.023545	9.8379	0.0415012619100313	4.385798	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1049"	"NIC1049"	43.593561	1.45032	"Compost"	NA	FALSE	-4.88929091805485	TRUE	-7.82218282322885	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1107"	"NIC1107"	43.716278	7.266935	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Duplication"	"DUP00767502"	NA	NA	NA	NA	NA	NA	NA	NA	"NA | Duplication"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Duplication"	"No variant"	"No variant"
"NIC1119"	"NIC1119"	-13.421743	-71.849508	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC166"	"NIC166"	46.72722	6.89775	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-12.7299415398529	TRUE	-15.6628334450269	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.175769	8.489785	10.19383	-0.360945973587816	2.750093	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1698"	"NIC1698"	38.633606	-0.137348	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1700"	"NIC1700"	38.633606	-0.137348	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1772"	"NIC1772"	38.569	-0.141	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1773"	"NIC1773"	38.569	-0.141	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1775"	"NIC1775"	38.569	-0.141	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1779"	"NIC1779"	28.53339	-16.279711	"Arthropod"	NA	FALSE	-22.8048181887236	TRUE	-25.7377100938976	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1780"	"NIC1780"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1782"	"NIC1782"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1783"	"NIC1783"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-26.4544509173452	TRUE	-29.3873428225192	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1785"	"NIC1785"	28.411121	-16.535468	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1786"	"NIC1786"	28.411121	-16.535468	"Vegetal_litter/mix"	NA	FALSE	-35.2695663514684	TRUE	-38.2024582566424	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1787"	"NIC1787"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1788"	"NIC1788"	28.411121	-16.535468	"Vegetal_litter/mix"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1789"	"NIC1789"	28.411121	-16.535468	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1790"	"NIC1790"	28.411121	-16.535468	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1791"	"NIC1791"	28.411121	-16.535468	"Rotting_flower"	NA	FALSE	-39.6077911531639	TRUE	-42.5406830583379	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1792"	"NIC1792"	28.411121	-16.535468	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"stop_lost_445*>445S"	NA	NA	"splice_donor_NA"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"stop_lost_445*>445S | NA"	"NA | NA"	"NA | NA"	"splice_donor_NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Start/stop altering"	"Splice donor"	"No variant"
"NIC1794"	"NIC1794"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-58.3603259462063	TRUE	-61.2932178513803	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1796"	"NIC1796"	28.411121	-16.535468	"Rotting_stem"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1798"	"NIC1798"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-27.7963580188591	TRUE	-30.7292499240331	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1799"	"NIC1799"	28.411121	-16.535468	"Rotting_stem"	NA	FALSE	-43.3500756896527	TRUE	-46.2829675948267	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1801"	"NIC1801"	28.411121	-16.535468	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1802"	"NIC1802"	28.411121	-16.535468	"Rotting_stem"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1805"	"NIC1805"	28.498323	-16.399275	"Rotting_flower"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1806"	"NIC1806"	28.498323	-16.399275	"Rotting_stem"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1808"	"NIC1808"	28.498323	-16.399275	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-48.081725809283	TRUE	-51.014617714457	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1809"	"NIC1809"	28.498323	-16.399275	"Rotting_nut/pod/seed/fruit"	NA	FALSE	-11.9053411409991	TRUE	-14.8382330461731	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1810"	"NIC1810"	28.498323	-16.399275	"Rotting_nut/pod/seed/fruit"	NA	FALSE	13.830324251719	TRUE	10.897432346545	TRUE	NA	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1811"	"NIC1811"	28.498323	-16.399275	"Vegetal_litter/mix"	NA	FALSE	-37.5737894152224	TRUE	-40.5066813203964	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1812"	"NIC1812"	28.482217	-16.412193	"Vegetal_litter/mix"	NA	FALSE	-72.6067896667855	TRUE	-75.5396815719595	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC1832"	"NIC1832"	47.367489	-2.528842	"Compost"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	"missense_F200Y"	NA	NA	NA	NA	"Deletion"	"DEL00767489"	NA	NA	NA	NA	NA	NA	NA	NA	"missense_F200Y | Deletion"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"Deletion"	"No variant"	"No variant"
"NIC195"	"NIC195"	38.545874	-28.37322	"Rotting_nut/pod/seed/fruit"	NA	FALSE	NA	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	NA	NA	NA	NA	NA	NA	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC199"	"NIC199"	37.745428	-25.19929	"Rotting_nut/pod/seed/fruit"	-17.2170801934311	TRUE	NA	FALSE	-6.74040701356123	TRUE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.403669	8.086196	8.895802	-0.392320809443885	3.265594	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
"NIC2"	"NIC2"	43.279	5.3543	"Rotting_stem"	-31.6930929847564	TRUE	-19.1286337577573	TRUE	-21.6389727339089	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	"NA | NA"	4.320385	8.224	9.915578	-0.0170434634227657	3.051044	FALSE	"No variant"	"No variant"	"No variant"	"No variant"	"No variant"
